business_unit,line_item,month,budget,actual,forecast,variance_vs_budget,variance_vs_budget_pct,variance_vs_forecast,variance_vs_forecast_pct
Customer Support,Headcount Cost,2025-10-01,51308.94,51841.99,48419.05666666667,533.0499999999956,0.010389027721094913,3422.933333333327,0.07069392856820754
Customer Support,Headcount Cost,2025-11-01,51616.8,49749.68,50113.72666666666,-1867.1200000000026,-0.03617271895971859,-364.0466666666616,-0.007264410190208597
Customer Support,Headcount Cost,2025-12-01,51926.5,53252.89,50897.56666666666,1326.3899999999994,0.025543604903084157,2355.323333333341,0.04627575516052846
Customer Support,Headcount Cost,2026-01-01,52238.06,48766.27,51614.85333333333,-3471.790000000001,-0.06646092906206702,-2848.5833333333358,-0.0551892168507567
Customer Support,Headcount Cost,2026-02-01,52551.49,52412.58,50589.613333333335,-138.90999999999622,-0.002643312301896601,1822.9666666666672,0.036034406008506104
Customer Support,Headcount Cost,2026-03-01,52866.8,50305.89,51477.246666666666,-2560.9100000000035,-0.04844079838386291,-1171.3566666666666,-0.022754843013489325
Customer Support,Headcount Cost,2026-04-01,53184.0,51797.31,50494.91333333333,-1386.6900000000023,-0.026073443140794267,1302.3966666666674,0.025792630993722553
Customer Support,Headcount Cost,2026-05-01,53503.1,53604.54,51505.26,101.44000000000233,0.001895964906706384,2099.279999999999,0.04075855553393962
Customer Support,Headcount Cost,2026-06-01,53824.12,51971.68,51902.579999999994,-1852.4400000000023,-0.03441654039118526,69.10000000000582,0.0013313403688218549
Customer Support,Headcount Cost,2026-07-01,54147.06,53314.16,52457.84333333333,-832.8999999999942,-0.015382183261658052,856.316666666673,0.01632390148457634
Customer Support,Headcount Cost,2026-08-01,54471.95,56664.54,52963.46,2192.590000000004,0.04025172588827835,3701.0800000000017,0.06987987567277519
Customer Support,Headcount Cost,2026-09-01,54798.78,53534.26,53983.46,-1264.5199999999968,-0.023075696210755,-449.1999999999971,-0.008321067230592429
Customer Support,Opex: Marketing,2025-04-01,33000.0,31034.02,,-1965.9799999999996,-0.059575151515151505,,
Customer Support,Opex: Marketing,2025-05-01,33165.0,30963.75,,-2201.25,-0.06637268204432384,,
Customer Support,Opex: Marketing,2025-06-01,33330.82,32622.29,,-708.5299999999988,-0.02125750281571227,,
Customer Support,Opex: Marketing,2025-07-01,33497.48,22601.15,31540.02,-10896.330000000002,-0.32528805151909934,-8938.869999999999,-0.2834135805874568
Customer Support,Opex: Marketing,2025-08-01,33664.97,26686.94,28729.063333333335,-6978.0300000000025,-0.20727866384553445,-2042.1233333333366,-0.07108214109312544
Customer Support,Opex: Marketing,2025-09-01,33833.29,41446.84,27303.460000000003,7613.549999999996,0.22503132270021614,14143.379999999994,0.5180068753190985
Customer Support,Opex: Marketing,2025-10-01,34002.46,43072.45,30244.976666666666,9069.989999999998,0.26674511197131023,12827.473333333332,0.42411913471471235
Customer Support,Opex: Marketing,2025-11-01,34172.47,33579.39,37068.743333333325,-593.0800000000017,-0.017355491130726042,-3489.3533333333253,-0.09413195645603649
Customer Support,Opex: Marketing,2025-12-01,34343.33,38000.33,39366.22666666666,3657.0,0.10648355881622427,-1365.8966666666602,-0.034697170196991034
Customer Support,Opex: Marketing,2026-01-01,34515.05,36816.77,38217.38999999999,2301.719999999994,0.06668743055565597,-1400.6199999999953,-0.03664876120530459
Customer Support,Opex: Marketing,2026-02-01,34687.62,51401.24,36132.16333333334,16713.619999999995,0.4818324232103556,15269.07666666666,0.4225896059918543
Customer Support,Opex: Marketing,2026-03-01,34861.06,41412.72,42072.78,6551.6600000000035,0.18793633928515094,-660.0599999999977,-0.01568852830737588
Customer Support,Opex: Marketing,2026-04-01,35035.37,35063.83,43210.243333333325,28.459999999999127,0.0008123219477915925,-8146.413333333323,-0.18852967965234765
Customer Support,Opex: Marketing,2026-05-01,35210.54,30867.99,42625.93,-4342.549999999999,-0.12333096851113329,-11757.939999999999,-0.2758400813776966
Customer Support,Opex: Marketing,2026-06-01,35386.6,27567.33,35781.513333333336,-7819.269999999997,-0.22096697620003045,-8214.183333333334,-0.22956500628723175
Customer Support,Opex: Marketing,2026-07-01,35563.53,37360.18,31166.383333333335,1796.6500000000015,0.05051945068445122,6193.796666666665,0.1987332505161811
Customer Support,Opex: Marketing,2026-08-01,35741.35,32401.23,31931.833333333332,-3340.119999999999,-0.09345254166392705,469.39666666666744,0.014699959810220755
Customer Support,Opex: Marketing,2026-09-01,35920.05,28975.34,32442.913333333334,-6944.710000000003,-0.19333798254735174,-3467.5733333333337,-0.10688230424024805
Customer Support,Opex: Other,2025-04-01,13750.0,12992.87,,-757.1299999999992,-0.05506399999999994,,
Customer Support,Opex: Other,2025-05-01,13791.25,13257.36,,-533.8899999999994,-0.0387122269554971,,
Customer Support,Opex: Other,2025-06-01,13832.62,13151.51,,-681.1100000000006,-0.04923940656216975,,
Customer Support,Opex: Other,2025-07-01,13874.12,12814.15,13133.913333333336,-1059.9700000000012,-0.0763990797254169,-319.76333333333605,-0.02434638673317493
Customer Support,Opex: Other,2025-08-01,13915.74,14122.42,13074.339999999998,206.6800000000003,0.014852246448985126,1048.0800000000017,0.0801631286933032
Customer Support,Opex: Other,2025-09-01,13957.49,12937.27,13362.693333333335,-1020.2199999999993,-0.07309480429504155,-425.4233333333341,-0.0318366457061551
Customer Support,Opex: Other,2025-10-01,13999.36,14517.98,13291.279999999999,518.619999999999,0.0370459792447654,1226.7000000000007,0.09229359399546175
Customer Support,Opex: Other,2025-11-01,14041.36,14111.23,13859.223333333333,69.86999999999898,0.004976013719468697,252.0066666666662,0.018183318112823508
Customer Support,Opex: Other,2025-12-01,14083.49,13887.8,13855.493333333332,-195.6900000000005,-0.01389499335747038,32.3066666666673,0.002331686493540033
Customer Support,Opex: Other,2026-01-01,14125.74,12984.99,14172.336666666664,-1140.75,-0.08075683114654525,-1187.3466666666645,-0.08377917449980594
Customer Support,Opex: Other,2026-02-01,14168.11,13492.62,13661.339999999998,-675.4899999999998,-0.047676789635314784,-168.71999999999753,-0.012350179411389918
Customer Support,Opex: Other,2026-03-01,14210.62,15426.18,13455.136666666667,1215.5599999999995,0.08553884348466143,1971.043333333333,0.1464900269810216
Customer Support,Opex: Other,2026-04-01,14253.25,15109.75,13967.93,856.5,0.06009155806570431,1141.8199999999997,0.081745827764028
Customer Support,Opex: Other,2026-05-01,14296.01,13041.46,14676.183333333334,-1254.550000000001,-0.08775525478787445,-1634.7233333333352,-0.11138613467852121
Customer Support,Opex: Other,2026-06-01,14338.9,14624.72,14525.796666666667,285.8199999999997,0.01993318873832719,98.92333333333227,0.00681018298709484
Customer Support,Opex: Other,2026-07-01,14381.91,15606.37,14258.643333333333,1224.460000000001,0.08513890018780544,1347.7266666666674,0.09451997887597072
Customer Support,Opex: Other,2026-08-01,14425.06,12161.18,14424.183333333334,-2263.879999999999,-0.1569407683572893,-2263.003333333334,-0.15688952927433214
Customer Support,Opex: Other,2026-09-01,14468.34,15399.17,14130.756666666668,930.8299999999999,0.06433564596906072,1268.413333333332,0.08976259115164147
Customer Support,Opex: Salaries,2025-04-01,82500.0,80074.73,,-2425.270000000004,-0.02939721212121217,,
Customer Support,Opex: Salaries,2025-05-01,82830.0,79314.16,,-3515.8399999999965,-0.04244645659785098,,
Customer Support,Opex: Salaries,2025-06-01,83161.32,86538.85,,3377.529999999999,0.04061419419508972,,
Customer Support,Opex: Salaries,2025-07-01,83493.97,84867.37,81975.91333333333,1373.3999999999942,0.016449092072157955,2891.456666666665,0.035272027466279304
Customer Support,Opex: Salaries,2025-08-01,83827.94,82969.61,83573.46,-858.3300000000017,-0.010239187554889237,-603.8500000000058,-0.007225379923243644
Customer Support,Opex: Salaries,2025-09-01,84163.25,87058.33,84791.94333333333,2895.0800000000017,0.03439838646915372,2266.3866666666727,0.02672879730751156
Customer Support,Opex: Salaries,2025-10-01,84499.91,83851.04,84965.10333333333,-648.8700000000099,-0.007678943089998674,-1114.063333333339,-0.013112010574066729
Customer Support,Opex: Salaries,2025-11-01,84837.91,81797.44,84626.32666666666,-3040.470000000001,-0.03583857735297818,-2828.886666666658,-0.03342797422614497
Customer Support,Opex: Salaries,2025-12-01,85177.26,88217.55,84235.60333333333,3040.290000000008,0.03569368162347566,3981.9466666666704,0.047271539694557545
Customer Support,Opex: Salaries,2026-01-01,85517.97,106897.46,84622.01,21379.490000000005,0.24999997076637817,22275.45000000001,0.26323470690426776
Customer Support,Opex: Salaries,2026-02-01,85860.04,82329.7,92304.15000000001,-3530.3399999999965,-0.04111738126374035,-9974.450000000012,-0.1080606884955878
Customer Support,Opex: Salaries,2026-03-01,86203.48,84849.21,92481.57,-1354.2699999999895,-0.015710154624847972,-7632.360000000001,-0.0825284432346899
Customer Support,Opex: Salaries,2026-04-01,86548.29,83409.31,91358.79,-3138.979999999996,-0.03626853863894938,-7949.479999999996,-0.08701384946100968
Customer Support,Opex: Salaries,2026-05-01,86894.49,82420.81,83529.40666666666,-4473.680000000008,-0.05148404691712912,-1108.5966666666645,-0.013271932734906669
Customer Support,Opex: Salaries,2026-06-01,87242.06,88793.69,83559.77666666667,1551.6300000000047,0.017785343445581234,5233.91333333333,0.06263675589048363
Customer Support,Opex: Salaries,2026-07-01,87591.03,91732.55,84874.60333333333,4141.520000000004,0.04728246716587308,6857.94666666667,0.08080092745450636
Customer Support,Opex: Salaries,2026-08-01,87941.4,83372.22,87649.01666666666,-4569.179999999993,-0.05195709870436442,-4276.796666666662,-0.0487945767028
Customer Support,Opex: Salaries,2026-09-01,88293.16,88901.42,87966.15333333334,608.2599999999948,0.00688909537273323,935.2666666666628,0.010632119641774296
Customer Support,Revenue,2025-04-01,275000.0,270554.79,,-4445.210000000021,-0.016164400000000075,,
Customer Support,Revenue,2025-05-01,277750.0,289707.84,,11957.840000000026,0.04305252925292539,,
Customer Support,Revenue,2025-06-01,280527.5,305814.65,,25287.150000000023,0.0901414299845827,,
Customer Support,Revenue,2025-07-01,283332.78,284592.38,288692.4266666667,1259.5999999999767,0.004445655740927599,-4100.046666666691,-0.0142021275514814
Customer Support,Revenue,2025-08-01,286166.1,314129.38,293371.62333333335,27963.280000000028,0.09771695529274792,20757.756666666653,0.07075584349574728
Customer Support,Revenue,2025-09-01,289027.76,265094.51,301512.13666666666,-23933.25,-0.08280605987466394,-36417.62666666665,-0.12078328610343055
Customer Support,Revenue,2025-10-01,291918.04,262083.16,287938.75666666665,-29834.879999999976,-0.1022029333987032,-25855.59666666665,-0.08979547236358486
Customer Support,Revenue,2025-11-01,294837.22,293854.57,280435.68333333335,-982.6499999999651,-0.0033328560077997113,13418.886666666658,0.04785013985084277
Customer Support,Revenue,2025-12-01,297785.59,304647.74,273677.41333333333,6862.149999999965,0.02304392902289182,30970.32666666666,0.11316361949440619
Customer Support,Revenue,2026-01-01,300763.45,300173.45,286861.8233333333,-590.0,-0.0019616745319286635,13311.626666666707,0.04640431588973972
Customer Support,Revenue,2026-02-01,303771.08,266089.34,299558.58666666667,-37681.73999999999,-0.12404650238594138,-33469.246666666644,-0.11172855046184836
Customer Support,Revenue,2026-03-01,306808.8,305168.23,290303.51,-1640.570000000007,-0.0053472064686541166,14864.719999999972,0.051204065703511374
Customer Support,Revenue,2026-04-01,309876.88,285623.39,290477.00666666665,-24253.48999999999,-0.07826814959541348,-4853.6166666666395,-0.01670912518124489
Customer Support,Revenue,2026-05-01,312975.65,325551.12,285626.9866666667,12575.469999999972,0.04018034629850588,39924.1333333333,0.1397771751165995
Customer Support,Revenue,2026-06-01,316105.41,323058.43,305447.58,6953.020000000019,0.021995890548029595,17610.849999999977,0.05765588321243199
Customer Support,Revenue,2026-07-01,319266.46,301262.14,311410.98,-18004.320000000007,-0.05639276985123964,-10148.839999999967,-0.03258985922718578
Customer Support,Revenue,2026-08-01,322459.13,312517.06,316623.89666666667,-9942.070000000007,-0.030832031333707335,-4106.83666666667,-0.012970709759757141
Customer Support,Revenue,2026-09-01,325683.72,304985.6,312279.21,-20698.119999999995,-0.06355282357988296,-7293.610000000044,-0.02335605370591287
Digital Products,COGS,2025-04-01,187000.0,177738.49,,-9261.51000000001,-0.04952679144385032,,
Digital Products,COGS,2025-05-01,188496.0,183158.76,,-5337.239999999991,-0.028314871403106647,,
Digital Products,COGS,2025-06-01,190003.97,190950.68,,946.7099999999919,0.004982580100826271,,
Digital Products,COGS,2025-07-01,191524.0,186702.62,183949.30999999997,-4821.380000000005,-0.02517376412355634,2753.310000000027,0.014967764760846491
Digital Products,COGS,2025-08-01,193056.19,178087.93,186937.35333333336,-14968.26000000001,-0.07753317829384289,-8849.423333333369,-0.047338978409273334
Digital Products,COGS,2025-09-01,194600.64,195267.76,185247.07666666666,667.1199999999953,0.003428149054391575,10020.683333333349,0.05409361115784058
Digital Products,COGS,2025-10-01,196157.45,185738.51,186686.10333333336,-10418.940000000002,-0.05311518884447163,-947.5933333333523,-0.005075864332769309
Digital Products,COGS,2025-11-01,197726.71,202408.8,186364.7333333333,4682.0899999999965,0.023679603023789738,16044.06666666668,0.08608960708231286
Digital Products,COGS,2025-12-01,199308.52,190146.07,194471.69000000003,-9162.449999999983,-0.04597119079505474,-4325.620000000024,-0.022242929035069442
Digital Products,COGS,2026-01-01,200902.99,216472.31,192764.46,15569.320000000007,0.07749670624613406,23707.850000000006,0.12298869822787876
Digital Products,COGS,2026-02-01,202510.21,194579.37,203009.05999999997,-7930.8399999999965,-0.03916266740328795,-8429.689999999973,-0.04152371327663886
Digital Products,COGS,2026-03-01,204130.29,200843.17,200399.25,-3287.1199999999953,-0.01610304869502706,443.9200000000128,0.00221517795101535
Digital Products,COGS,2026-04-01,205763.34,214132.94,203964.94999999998,8369.600000000006,0.04067585605871292,10167.99000000002,0.04985165343359249
Digital Products,COGS,2026-05-01,207409.44,194644.8,203185.16,-12764.640000000014,-0.061543196876670675,-8540.360000000015,-0.04203240039774566
Digital Products,COGS,2026-06-01,209068.72,211446.46,203206.97,2377.7399999999907,0.011373006923273796,8239.48999999999,0.04054728044023288
Digital Products,COGS,2026-07-01,210741.27,224514.71,206741.4,13773.440000000002,0.065357108268352,17773.309999999998,0.08596879966953884
Digital Products,COGS,2026-08-01,212427.2,195353.54,210201.99,-17073.660000000003,-0.08037417053936596,-14848.449999999983,-0.0706389601734978
Digital Products,COGS,2026-09-01,214126.62,216103.37,210438.23666666666,1976.75,0.009231687307257734,5665.133333333331,0.026920646281155074
Digital Products,Headcount Cost,2025-04-01,76500.0,76678.12,,178.11999999999534,0.0023283660130718345,,
Digital Products,Headcount Cost,2025-05-01,76959.0,73440.53,,-3518.470000000001,-0.04571875933938852,,
Digital Products,Headcount Cost,2025-06-01,77420.75,78528.76,,1108.0099999999948,0.01431153792749353,,
Digital Products,Headcount Cost,2025-07-01,77885.28,79632.35,76215.80333333333,1747.070000000007,0.022431324635412583,3416.546666666676,0.04482727357375283
Digital Products,Headcount Cost,2025-08-01,78352.59,81746.99,77200.54666666668,3394.4000000000087,0.043322116090865774,4546.443333333329,0.05889133600262928
Digital Products,Headcount Cost,2025-09-01,78822.71,82145.25,79969.36666666667,3322.5399999999936,0.04215206505840757,2175.8833333333314,0.027208960431098383
Digital Products,Headcount Cost,2025-10-01,79295.64,74925.91,81174.86333333334,-4369.729999999996,-0.055106812934481594,-6248.953333333338,-0.07698138409759775
Digital Products,Headcount Cost,2025-11-01,79771.42,76778.95,79606.05,-2992.470000000001,-0.03751305918836598,-2827.100000000006,-0.03551363244376534
Digital Products,Headcount Cost,2025-12-01,80250.04,81903.31,77950.03666666667,1653.270000000004,0.02060148505844987,3953.273333333331,0.0507154775338784
Digital Products,Headcount Cost,2026-01-01,80731.54,82390.69,77869.39,1659.1500000000087,0.020551447426866983,4521.300000000003,0.058062609710953214
Digital Products,Headcount Cost,2026-02-01,81215.93,82889.14,80357.65000000001,1673.2100000000064,0.02060199273713921,2531.4899999999907,0.03150278784907212
Digital Products,Headcount Cost,2026-03-01,81703.23,94294.45,82394.37999999999,12591.220000000001,0.1541092071880145,11900.070000000007,0.14442817580519457
Digital Products,Headcount Cost,2026-04-01,82193.45,84070.39,86524.76000000001,1876.9400000000023,0.0228356395795529,-2454.37000000001,-0.028366100061993926
Digital Products,Headcount Cost,2026-05-01,82686.61,86442.45,87084.66,3755.8399999999965,0.04542259018721407,-642.2100000000064,-0.007374547939901314
Digital Products,Headcount Cost,2026-06-01,83182.73,86356.99,88269.09666666666,3174.2600000000093,0.03816008443098717,-1912.1066666666593,-0.021662243513008942
Digital Products,Headcount Cost,2026-07-01,83681.83,85862.21,85623.27666666666,2180.3800000000047,0.026055596537504076,238.93333333334886,0.0027905184505321104
Digital Products,Headcount Cost,2026-08-01,84183.92,83122.29,86220.55,-1061.6300000000047,-0.012610840645101876,-3098.2600000000093,-0.035934124753321674
Digital Products,Headcount Cost,2026-09-01,84689.02,87260.07,85113.83,2571.050000000003,0.030358717104059095,2146.2400000000052,0.025216113527026164
Digital Products,Opex: Marketing,2025-04-01,51000.0,54008.1,,3008.0999999999985,0.058982352941176444,,
Digital Products,Opex: Marketing,2025-05-01,51255.0,58290.95,,7035.949999999997,0.13727343673787917,,
Digital Products,Opex: Marketing,2025-06-01,51511.27,42983.96,,-8527.309999999998,-0.16554260844277374,,
Digital Products,Opex: Marketing,2025-07-01,51768.83,42550.43,51761.003333333334,-9218.400000000001,-0.1780685404711677,-9210.573333333334,-0.17794425803569883
Digital Products,Opex: Marketing,2025-08-01,52027.68,57141.54,47941.78,5113.860000000001,0.0982911404083365,9199.760000000002,0.19189441860523332
Digital Products,Opex: Marketing,2025-09-01,52287.81,55662.87,47558.64333333333,3375.060000000005,0.0645477406684274,8104.226666666669,0.1704049169330805
Digital Products,Opex: Marketing,2025-10-01,52549.25,55574.72,51784.94666666666,3025.470000000001,0.057573990114035904,3789.773333333338,0.0731829146745606
Digital Products,Opex: Marketing,2025-11-01,52812.0,56612.73,56126.37666666667,3800.730000000003,0.07196716655305618,486.35333333333256,0.008665325684958685
Digital Products,Opex: Marketing,2025-12-01,53076.06,48723.63,55950.10666666667,-4352.43,-0.0820036377982842,-7226.476666666669,-0.12915930097720402
Digital Products,Opex: Marketing,2026-01-01,53341.44,56266.58,53637.02666666667,2925.1399999999994,0.054838039617978056,2629.5533333333296,0.04902496459535284
Digital Products,Opex: Marketing,2026-02-01,53608.15,57036.97,53867.64666666667,3428.8199999999997,0.06396079700567917,3169.3233333333337,0.05883537762369918
Digital Products,Opex: Marketing,2026-03-01,53876.19,49180.73,54009.06,-4695.459999999999,-0.0871527849315254,-4828.3299999999945,-0.08939851943359123
Digital Products,Opex: Marketing,2026-04-01,54145.57,70381.99,54161.426666666666,16236.420000000006,0.2998660832271228,16220.563333333339,0.299485525615155
Digital Products,Opex: Marketing,2026-05-01,54416.3,59372.26,58866.56333333333,4955.959999999999,0.09107491689071104,505.69666666667035,0.00859055868104871
Digital Products,Opex: Marketing,2026-06-01,54688.38,46009.58,59644.99333333334,-8678.799999999996,-0.1586955035054978,-13635.413333333338,-0.22860952062028345
Digital Products,Opex: Marketing,2026-07-01,54961.82,61473.86,58587.943333333336,6512.040000000001,0.11848297600043087,2885.9166666666642,0.04925785925352214
Digital Products,Opex: Marketing,2026-08-01,55236.63,48265.64,55618.56666666667,-6970.989999999998,-0.1262023045214742,-7352.926666666674,-0.13220273565721768
Digital Products,Opex: Marketing,2026-09-01,55512.81,63177.06,51916.35999999999,7664.25,0.1380627282243504,11260.700000000004,0.21690079967085532
Digital Products,Opex: Other,2025-04-01,21250.0,22792.04,,1542.0400000000009,0.07256658823529416,,
Digital Products,Opex: Other,2025-05-01,21313.75,19699.96,,-1613.7900000000009,-0.07571591109025867,,
Digital Products,Opex: Other,2025-06-01,21377.69,19302.15,,-2075.5399999999972,-0.09708906808920877,,
Digital Products,Opex: Other,2025-07-01,21441.82,22690.75,20598.05,1248.9300000000003,0.05824738758183775,2092.7000000000007,0.10159699583212978
Digital Products,Opex: Other,2025-08-01,21506.15,21240.63,20564.286666666667,-265.52000000000044,-0.012346235844165526,676.3433333333342,0.032889219271079385
Digital Products,Opex: Other,2025-09-01,21570.67,23326.52,21077.843333333334,1755.8500000000022,0.08139988234023339,2248.6766666666663,0.10668438089728659
Digital Products,Opex: Other,2025-10-01,21635.38,22875.6,22419.3,1240.2199999999975,0.05732369849755343,456.2999999999993,0.020352999424602877
Digital Products,Opex: Other,2025-11-01,21700.29,21759.25,22480.916666666668,58.95999999999913,0.002717014380913763,-721.6666666666679,-0.032101300732843834
Digital Products,Opex: Other,2025-12-01,21765.39,20139.96,22653.789999999997,-1625.4300000000003,-0.07467957155833184,-2513.829999999998,-0.1109673039257448
Digital Products,Opex: Other,2026-01-01,21830.68,18741.98,21591.603333333333,-3088.7000000000007,-0.14148436970355485,-2849.623333333333,-0.1319783107044235
Digital Products,Opex: Other,2026-02-01,21896.18,21137.44,20213.73,-758.7400000000016,-0.03465170637070035,923.7099999999991,0.04569715732821202
Digital Products,Opex: Other,2026-03-01,21961.86,24062.29,20006.46,2100.4300000000003,0.09563989571010835,4055.8300000000017,0.20272601949570299
Digital Products,Opex: Other,2026-04-01,22027.75,22719.63,21313.903333333332,691.880000000001,0.03140947214309228,1405.7266666666692,0.06595350671728999
Digital Products,Opex: Other,2026-05-01,22093.83,19562.46,22639.786666666667,-2531.3700000000026,-0.11457361625394974,-3077.3266666666677,-0.135925603539256
Digital Products,Opex: Other,2026-06-01,22160.11,22765.49,22114.793333333335,605.380000000001,0.027318456451705383,650.6966666666667,0.02942359247309267
Digital Products,Opex: Other,2026-07-01,22226.59,23305.29,21682.52666666667,1078.7000000000007,0.04853196104305702,1622.7633333333324,0.07484198489782397
Digital Products,Opex: Other,2026-08-01,22293.27,20545.8,21877.746666666662,-1747.4700000000012,-0.07838553967183823,-1331.946666666663,-0.06088134609840974
Digital Products,Opex: Other,2026-09-01,22360.15,22927.49,22205.52666666667,567.3400000000001,0.02537281726643158,721.9633333333331,0.032512776849246826
Digital Products,Opex: Salaries,2025-04-01,127500.0,130656.63,,3156.6300000000047,0.024757882352941213,,
Digital Products,Opex: Salaries,2025-05-01,128010.0,123578.23,,-4431.770000000004,-0.03462049839856264,,
Digital Products,Opex: Salaries,2025-06-01,128522.04,130951.27,,2429.2300000000105,0.01890127171962109,,
Digital Products,Opex: Salaries,2025-07-01,129036.13,129343.68,128395.37666666666,307.54999999998836,0.0023834409788947354,948.3033333333296,0.007385805921931792
Digital Products,Opex: Salaries,2025-08-01,129552.27,131451.74,127957.72666666667,1899.4699999999866,0.01466180407336735,3494.0133333333215,0.02730599725669807
Digital Products,Opex: Salaries,2025-09-01,130070.48,136171.28,130582.23,6100.800000000003,0.046903801692743836,5589.050000000003,0.04280099979913043
Digital Products,Opex: Salaries,2025-10-01,130590.76,128323.49,132322.2333333333,-2267.2699999999895,-0.017361641819068897,-3998.743333333303,-0.030219738834516625
Digital Products,Opex: Salaries,2025-11-01,131113.13,126837.25,131982.17,-4275.880000000005,-0.032612141896086265,-5144.920000000013,-0.03898193218068783
Digital Products,Opex: Salaries,2025-12-01,131637.58,126808.4,130444.00666666667,-4829.179999999993,-0.036685420683060216,-3635.606666666674,-0.027871013468307605
Digital Products,Opex: Salaries,2026-01-01,132164.13,127607.86,127323.04666666668,-4556.270000000004,-0.0344743312727894,284.8133333333244,0.0022369346382275102
Digital Products,Opex: Salaries,2026-02-01,132692.79,131058.93,127084.50333333334,-1633.8600000000151,-0.01231310307063417,3974.4266666666517,0.031273889124325584
Digital Products,Opex: Salaries,2026-03-01,133223.56,133254.81,128491.73,31.25,0.00023456811993314097,4763.080000000002,0.03706915612389997
Digital Products,Opex: Salaries,2026-04-01,133756.45,133529.16,130640.53333333333,-227.29000000000815,-0.0016992825392719987,2888.626666666678,0.022111258986491262
Digital Products,Opex: Salaries,2026-05-01,134291.48,136281.07,132614.30000000002,1989.5899999999965,0.01481545962558456,3666.7699999999895,0.027649883911463464
Digital Products,Opex: Salaries,2026-06-01,134828.64,133532.95,134355.01333333334,-1295.6900000000023,-0.009609901872480522,-822.0633333333244,-0.0061185906870017135
Digital Products,Opex: Salaries,2026-07-01,135367.96,139917.14,134447.72666666668,4549.180000000022,0.033606032032986406,5469.41333333333,0.04068059363244964
Digital Products,Opex: Salaries,2026-08-01,135909.43,133471.25,136577.05333333334,-2438.179999999993,-0.017939741193822925,-3105.803333333344,-0.022740301225808727
Digital Products,Opex: Salaries,2026-09-01,136453.07,146223.8,135640.44666666668,9770.729999999981,0.07160505806135385,10583.353333333303,0.07802505516176642
