business_unit,line_item,month,budget,actual,forecast,variance_vs_budget,variance_vs_budget_pct,variance_vs_forecast,variance_vs_forecast_pct,threshold,budget_breach,forecast_breach,flagged,flag_reason
Customer Support,Headcount Cost,2026-03-01,52866.8,50305.89,51477.246666666666,-2560.9100000000035,-0.0484407983838629,-1171.3566666666666,-0.0227548430134893,0.075,False,False,False,
Customer Support,Headcount Cost,2026-04-01,53184.0,51797.31,50494.91333333333,-1386.6900000000023,-0.0260734431407942,1302.3966666666674,0.0257926309937225,0.075,False,False,False,
Customer Support,Headcount Cost,2026-05-01,53503.1,53604.54,51505.26,101.44000000000231,0.0018959649067063,2099.279999999999,0.0407585555339396,0.075,False,False,False,
Customer Support,Headcount Cost,2026-06-01,53824.12,51971.68,51902.58,-1852.4400000000023,-0.0344165403911852,69.10000000000582,0.0013313403688218,0.075,False,False,False,
Customer Support,Headcount Cost,2026-07-01,54147.06,53314.16,52457.84333333333,-832.8999999999942,-0.015382183261658,856.316666666673,0.0163239014845763,0.075,False,False,False,
Customer Support,Headcount Cost,2026-08-01,54471.95,56664.54,52963.46,2192.590000000004,0.0402517258882783,3701.0800000000017,0.0698798756727751,0.075,False,False,False,
Customer Support,Headcount Cost,2026-09-01,54798.78,53534.26,53983.46,-1264.5199999999968,-0.023075696210755,-449.1999999999971,-0.0083210672305924,0.075,False,False,False,
Customer Support,Opex: Marketing,2025-04-01,33000.0,31034.02,,-1965.98,-0.0595751515151515,,,0.285,False,False,False,
Customer Support,Opex: Marketing,2025-05-01,33165.0,30963.75,,-2201.25,-0.0663726820443238,,,0.285,False,False,False,
Customer Support,Opex: Marketing,2025-06-01,33330.82,32622.29,,-708.5299999999988,-0.0212575028157122,,,0.285,False,False,False,
Customer Support,Opex: Marketing,2025-07-01,33497.48,22601.15,31540.02,-10896.330000000002,-0.3252880515190993,-8938.869999999999,-0.2834135805874568,0.285,True,False,True,33% under budget
Customer Support,Opex: Marketing,2025-08-01,33664.97,26686.94,28729.06333333333,-6978.0300000000025,-0.2072786638455344,-2042.1233333333369,-0.0710821410931254,0.285,False,False,False,
Customer Support,Opex: Marketing,2025-09-01,33833.29,41446.84,27303.460000000003,7613.549999999996,0.2250313227002161,14143.379999999994,0.5180068753190985,0.285,False,True,True,52% above trend forecast
Customer Support,Opex: Marketing,2025-10-01,34002.46,43072.45,30244.976666666666,9069.989999999998,0.2667451119713102,12827.473333333332,0.4241191347147123,0.285,False,True,True,42% above trend forecast
Customer Support,Opex: Marketing,2025-11-01,34172.47,33579.39,37068.743333333325,-593.0800000000017,-0.017355491130726,-3489.3533333333253,-0.0941319564560364,0.285,False,False,False,
Customer Support,Opex: Marketing,2025-12-01,34343.33,38000.33,39366.22666666666,3657.0,0.1064835588162242,-1365.8966666666602,-0.034697170196991,0.285,False,False,False,
Customer Support,Opex: Marketing,2026-01-01,34515.05,36816.77,38217.38999999999,2301.719999999994,0.0666874305556559,-1400.6199999999951,-0.0366487612053045,0.285,False,False,False,
Customer Support,Opex: Marketing,2026-02-01,34687.62,51401.24,36132.16333333334,16713.619999999995,0.4818324232103556,15269.07666666666,0.4225896059918543,0.285,True,True,True,48% over budget; 42% above trend forecast
Customer Support,Opex: Marketing,2026-03-01,34861.06,41412.72,42072.78,6551.660000000004,0.1879363392851509,-660.0599999999977,-0.0156885283073758,0.285,False,False,False,
Customer Support,Opex: Marketing,2026-04-01,35035.37,35063.83,43210.243333333325,28.459999999999127,0.0008123219477915,-8146.413333333323,-0.1885296796523476,0.285,False,False,False,
Customer Support,Opex: Marketing,2026-05-01,35210.54,30867.99,42625.93,-4342.549999999999,-0.1233309685111332,-11757.94,-0.2758400813776966,0.285,False,False,False,
Customer Support,Opex: Marketing,2026-06-01,35386.6,27567.33,35781.513333333336,-7819.269999999997,-0.2209669762000304,-8214.183333333334,-0.2295650062872317,0.285,False,False,False,
Customer Support,Opex: Marketing,2026-07-01,35563.53,37360.18,31166.38333333333,1796.6500000000017,0.0505194506844512,6193.796666666665,0.1987332505161811,0.285,False,False,False,
Customer Support,Opex: Marketing,2026-08-01,35741.35,32401.23,31931.83333333333,-3340.119999999999,-0.093452541663927,469.3966666666674,0.0146999598102207,0.285,False,False,False,
Customer Support,Opex: Marketing,2026-09-01,35920.05,28975.34,32442.91333333333,-6944.710000000003,-0.1933379825473517,-3467.5733333333337,-0.106882304240248,0.285,False,False,False,
Customer Support,Opex: Other,2025-04-01,13750.0,12992.87,,-757.1299999999992,-0.0550639999999999,,,0.163,False,False,False,
Customer Support,Opex: Other,2025-05-01,13791.25,13257.36,,-533.8899999999994,-0.0387122269554971,,,0.163,False,False,False,
Customer Support,Opex: Other,2025-06-01,13832.62,13151.51,,-681.1100000000006,-0.0492394065621697,,,0.163,False,False,False,
Customer Support,Opex: Other,2025-07-01,13874.12,12814.15,13133.913333333336,-1059.9700000000012,-0.0763990797254169,-319.76333333333605,-0.0243463867331749,0.163,False,False,False,
Customer Support,Opex: Other,2025-08-01,13915.74,14122.42,13074.339999999998,206.6800000000003,0.0148522464489851,1048.0800000000015,0.0801631286933032,0.163,False,False,False,
Customer Support,Opex: Other,2025-09-01,13957.49,12937.27,13362.693333333336,-1020.2199999999992,-0.0730948042950415,-425.4233333333341,-0.0318366457061551,0.163,False,False,False,
Customer Support,Opex: Other,2025-10-01,13999.36,14517.98,13291.28,518.619999999999,0.0370459792447654,1226.7000000000007,0.0922935939954617,0.163,False,False,False,
Customer Support,Opex: Other,2025-11-01,14041.36,14111.23,13859.223333333332,69.86999999999898,0.0049760137194686,252.0066666666662,0.0181833181128235,0.163,False,False,False,
Customer Support,Opex: Other,2025-12-01,14083.49,13887.8,13855.493333333332,-195.6900000000005,-0.0138949933574703,32.3066666666673,0.00233168649354,0.163,False,False,False,
Customer Support,Opex: Other,2026-01-01,14125.74,12984.99,14172.336666666664,-1140.75,-0.0807568311465452,-1187.3466666666643,-0.0837791744998059,0.163,False,False,False,
Customer Support,Opex: Other,2026-02-01,14168.11,13492.62,13661.339999999998,-675.4899999999998,-0.0476767896353147,-168.71999999999753,-0.0123501794113899,0.163,False,False,False,
Customer Support,Opex: Other,2026-03-01,14210.62,15426.18,13455.136666666667,1215.5599999999995,0.0855388434846614,1971.043333333333,0.1464900269810216,0.163,False,False,False,
Customer Support,Opex: Other,2026-04-01,14253.25,15109.75,13967.93,856.5,0.0600915580657043,1141.8199999999997,0.081745827764028,0.163,False,False,False,
Customer Support,Opex: Other,2026-05-01,14296.01,13041.46,14676.183333333334,-1254.550000000001,-0.0877552547878744,-1634.7233333333352,-0.1113861346785212,0.163,False,False,False,
Customer Support,Opex: Other,2026-06-01,14338.9,14624.72,14525.796666666669,285.8199999999997,0.0199331887383271,98.92333333333228,0.0068101829870948,0.163,False,False,False,
Customer Support,Opex: Other,2026-07-01,14381.91,15606.37,14258.643333333332,1224.460000000001,0.0851389001878054,1347.7266666666674,0.0945199788759707,0.163,False,False,False,
Customer Support,Opex: Other,2026-08-01,14425.06,12161.18,14424.183333333334,-2263.879999999999,-0.1569407683572893,-2263.003333333334,-0.1568895292743321,0.163,False,False,False,
Customer Support,Opex: Other,2026-09-01,14468.34,15399.17,14130.756666666668,930.83,0.0643356459690607,1268.413333333332,0.0897625911516414,0.163,False,False,False,
Customer Support,Opex: Salaries,2025-04-01,82500.0,80074.73,,-2425.270000000004,-0.0293972121212121,,,0.071,False,False,False,
Customer Support,Opex: Salaries,2025-05-01,82830.0,79314.16,,-3515.8399999999965,-0.0424464565978509,,,0.071,False,False,False,
Customer Support,Opex: Salaries,2025-06-01,83161.32,86538.85,,3377.529999999999,0.0406141941950897,,,0.071,False,False,False,
Customer Support,Opex: Salaries,2025-07-01,83493.97,84867.37,81975.91333333333,1373.3999999999942,0.0164490920721579,2891.456666666665,0.0352720274662793,0.071,False,False,False,
Customer Support,Opex: Salaries,2025-08-01,83827.94,82969.61,83573.46,-858.3300000000017,-0.0102391875548892,-603.8500000000058,-0.0072253799232436,0.071,False,False,False,
Customer Support,Opex: Salaries,2025-09-01,84163.25,87058.33,84791.94333333333,2895.0800000000017,0.0343983864691537,2266.3866666666727,0.0267287973075115,0.071,False,False,False,
Customer Support,Opex: Salaries,2025-10-01,84499.91,83851.04,84965.10333333333,-648.8700000000099,-0.0076789430899986,-1114.063333333339,-0.0131120105740667,0.071,False,False,False,
Customer Support,Opex: Salaries,2025-11-01,84837.91,81797.44,84626.32666666666,-3040.470000000001,-0.0358385773529781,-2828.886666666658,-0.0334279742261449,0.071,False,False,False,
Customer Support,Opex: Salaries,2025-12-01,85177.26,88217.55,84235.60333333333,3040.290000000008,0.0356936816234756,3981.9466666666704,0.0472715396945575,0.071,False,False,False,
Customer Support,Opex: Salaries,2026-01-01,85517.97,106897.46,84622.01,21379.490000000005,0.2499999707663781,22275.45000000001,0.2632347069042677,0.071,True,True,True,25% over budget; 26% above trend forecast
Customer Support,Opex: Salaries,2026-02-01,85860.04,82329.7,92304.15,-3530.3399999999965,-0.0411173812637403,-9974.450000000012,-0.1080606884955878,0.071,False,True,True,11% below trend forecast
Customer Support,Opex: Salaries,2026-03-01,86203.48,84849.21,92481.57,-1354.2699999999895,-0.0157101546248479,-7632.360000000001,-0.0825284432346899,0.071,False,True,True,8% below trend forecast
Customer Support,Opex: Salaries,2026-04-01,86548.29,83409.31,91358.79,-3138.979999999996,-0.0362685386389493,-7949.479999999996,-0.0870138494610096,0.071,False,True,True,9% below trend forecast
Customer Support,Opex: Salaries,2026-05-01,86894.49,82420.81,83529.40666666666,-4473.680000000008,-0.0514840469171291,-1108.5966666666643,-0.0132719327349066,0.071,False,False,False,
Customer Support,Opex: Salaries,2026-06-01,87242.06,88793.69,83559.77666666667,1551.6300000000049,0.0177853434455812,5233.91333333333,0.0626367558904836,0.071,False,False,False,
Customer Support,Opex: Salaries,2026-07-01,87591.03,91732.55,84874.60333333333,4141.520000000004,0.047282467165873,6857.94666666667,0.0808009274545063,0.071,False,True,True,8% above trend forecast
Customer Support,Opex: Salaries,2026-08-01,87941.4,83372.22,87649.01666666666,-4569.179999999993,-0.0519570987043644,-4276.796666666662,-0.0487945767028,0.071,False,False,False,
Customer Support,Opex: Salaries,2026-09-01,88293.16,88901.42,87966.15333333334,608.2599999999948,0.0068890953727332,935.2666666666628,0.0106321196417742,0.071,False,False,False,
Customer Support,Revenue,2025-04-01,275000.0,270554.79,,-4445.210000000021,-0.0161644,,,0.112,False,False,False,
Customer Support,Revenue,2025-05-01,277750.0,289707.84,,11957.840000000026,0.0430525292529253,,,0.112,False,False,False,
Customer Support,Revenue,2025-06-01,280527.5,305814.65,,25287.150000000023,0.0901414299845827,,,0.112,False,False,False,
Customer Support,Revenue,2025-07-01,283332.78,284592.38,288692.4266666667,1259.5999999999767,0.0044456557409275,-4100.046666666691,-0.0142021275514814,0.112,False,False,False,
Customer Support,Revenue,2025-08-01,286166.1,314129.38,293371.6233333333,27963.280000000028,0.0977169552927479,20757.756666666653,0.0707558434957472,0.112,False,False,False,
Customer Support,Revenue,2025-09-01,289027.76,265094.51,301512.13666666666,-23933.25,-0.0828060598746639,-36417.62666666665,-0.1207832861034305,0.112,False,True,True,12% below trend forecast
Customer Support,Revenue,2025-10-01,291918.04,262083.16,287938.75666666665,-29834.879999999976,-0.1022029333987032,-25855.59666666665,-0.0897954723635848,0.112,False,False,False,
Customer Support,Revenue,2025-11-01,294837.22,293854.57,280435.68333333335,-982.6499999999652,-0.0033328560077997,13418.886666666658,0.0478501398508427,0.112,False,False,False,
Customer Support,Revenue,2025-12-01,297785.59,304647.74,273677.41333333333,6862.149999999965,0.0230439290228918,30970.32666666666,0.1131636194944061,0.112,False,True,True,11% above trend forecast
Customer Support,Revenue,2026-01-01,300763.45,300173.45,286861.8233333333,-590.0,-0.0019616745319286,13311.626666666709,0.0464043158897397,0.112,False,False,False,
Customer Support,Revenue,2026-02-01,303771.08,266089.34,299558.58666666667,-37681.73999999999,-0.1240465023859413,-33469.246666666644,-0.1117285504618483,0.112,True,False,True,12% under budget
Customer Support,Revenue,2026-03-01,306808.8,305168.23,290303.51,-1640.570000000007,-0.0053472064686541,14864.719999999972,0.0512040657035113,0.112,False,False,False,
Customer Support,Revenue,2026-04-01,309876.88,285623.39,290477.00666666665,-24253.48999999999,-0.0782681495954134,-4853.61666666664,-0.0167091251812448,0.112,False,False,False,
Customer Support,Revenue,2026-05-01,312975.65,325551.12,285626.9866666667,12575.469999999972,0.0401803462985058,39924.1333333333,0.1397771751165995,0.112,False,True,True,14% above trend forecast
Customer Support,Revenue,2026-06-01,316105.41,323058.43,305447.58,6953.020000000019,0.0219958905480295,17610.849999999977,0.0576558832124319,0.112,False,False,False,
Customer Support,Revenue,2026-07-01,319266.46,301262.14,311410.98,-18004.320000000007,-0.0563927698512396,-10148.839999999967,-0.0325898592271857,0.112,False,False,False,
Customer Support,Revenue,2026-08-01,322459.13,312517.06,316623.89666666667,-9942.070000000009,-0.0308320313337073,-4106.83666666667,-0.0129707097597571,0.112,False,False,False,
Customer Support,Revenue,2026-09-01,325683.72,304985.6,312279.21,-20698.119999999995,-0.0635528235798829,-7293.610000000044,-0.0233560537059128,0.112,False,False,False,
Digital Products,COGS,2025-04-01,187000.0,177738.49,,-9261.51000000001,-0.0495267914438503,,,0.084,False,False,False,
Digital Products,COGS,2025-05-01,188496.0,183158.76,,-5337.239999999991,-0.0283148714031066,,,0.084,False,False,False,
Digital Products,COGS,2025-06-01,190003.97,190950.68,,946.709999999992,0.0049825801008262,,,0.084,False,False,False,
Digital Products,COGS,2025-07-01,191524.0,186702.62,183949.31,-4821.380000000005,-0.0251737641235563,2753.310000000027,0.0149677647608464,0.084,False,False,False,
Digital Products,COGS,2025-08-01,193056.19,178087.93,186937.35333333336,-14968.26000000001,-0.0775331782938428,-8849.423333333369,-0.0473389784092733,0.084,False,False,False,
Digital Products,COGS,2025-09-01,194600.64,195267.76,185247.07666666663,667.1199999999953,0.0034281490543915,10020.683333333349,0.0540936111578405,0.084,False,False,False,
Digital Products,COGS,2025-10-01,196157.45,185738.51,186686.10333333336,-10418.940000000002,-0.0531151888444716,-947.5933333333523,-0.0050758643327693,0.084,False,False,False,
Digital Products,COGS,2025-11-01,197726.71,202408.8,186364.7333333333,4682.0899999999965,0.0236796030237897,16044.06666666668,0.0860896070823128,0.084,False,True,True,9% above trend forecast
Digital Products,COGS,2025-12-01,199308.52,190146.07,194471.69000000003,-9162.449999999984,-0.0459711907950547,-4325.620000000024,-0.0222429290350694,0.084,False,False,False,
Digital Products,COGS,2026-01-01,200902.99,216472.31,192764.46,15569.320000000009,0.077496706246134,23707.85000000001,0.1229886982278787,0.084,False,True,True,12% above trend forecast
Digital Products,COGS,2026-02-01,202510.21,194579.37,203009.06,-7930.8399999999965,-0.0391626674032879,-8429.689999999973,-0.0415237132766388,0.084,False,False,False,
Digital Products,COGS,2026-03-01,204130.29,200843.17,200399.25,-3287.119999999996,-0.016103048695027,443.9200000000128,0.0022151779510153,0.084,False,False,False,
Digital Products,COGS,2026-04-01,205763.34,214132.94,203964.95,8369.600000000006,0.0406758560587129,10167.99000000002,0.0498516534335924,0.084,False,False,False,
Digital Products,COGS,2026-05-01,207409.44,194644.8,203185.16,-12764.640000000014,-0.0615431968766706,-8540.360000000015,-0.0420324003977456,0.084,False,False,False,
Digital Products,COGS,2026-06-01,209068.72,211446.46,203206.97,2377.7399999999907,0.0113730069232737,8239.48999999999,0.0405472804402328,0.084,False,False,False,
Digital Products,COGS,2026-07-01,210741.27,224514.71,206741.4,13773.440000000002,0.065357108268352,17773.309999999998,0.0859687996695388,0.084,False,True,True,9% above trend forecast
Digital Products,COGS,2026-08-01,212427.2,195353.54,210201.99,-17073.660000000003,-0.0803741705393659,-14848.449999999984,-0.0706389601734978,0.084,False,False,False,
Digital Products,COGS,2026-09-01,214126.62,216103.37,210438.23666666663,1976.75,0.0092316873072577,5665.133333333331,0.026920646281155,0.084,False,False,False,
Digital Products,Headcount Cost,2025-04-01,76500.0,76678.12,,178.11999999999534,0.0023283660130718,,,0.075,False,False,False,
Digital Products,Headcount Cost,2025-05-01,76959.0,73440.53,,-3518.470000000001,-0.0457187593393885,,,0.075,False,False,False,
Digital Products,Headcount Cost,2025-06-01,77420.75,78528.76,,1108.0099999999948,0.0143115379274935,,,0.075,False,False,False,
Digital Products,Headcount Cost,2025-07-01,77885.28,79632.35,76215.80333333333,1747.070000000007,0.0224313246354125,3416.546666666676,0.0448272735737528,0.075,False,False,False,
Digital Products,Headcount Cost,2025-08-01,78352.59,81746.99,77200.54666666668,3394.4000000000087,0.0433221160908657,4546.443333333329,0.0588913360026292,0.075,False,False,False,
Digital Products,Headcount Cost,2025-09-01,78822.71,82145.25,79969.36666666667,3322.5399999999936,0.0421520650584075,2175.8833333333314,0.0272089604310983,0.075,False,False,False,
Digital Products,Headcount Cost,2025-10-01,79295.64,74925.91,81174.86333333334,-4369.729999999996,-0.0551068129344815,-6248.953333333338,-0.0769813840975977,0.075,False,True,True,8% below trend forecast
Digital Products,Headcount Cost,2025-11-01,79771.42,76778.95,79606.05,-2992.470000000001,-0.0375130591883659,-2827.100000000006,-0.0355136324437653,0.075,False,False,False,
Digital Products,Headcount Cost,2025-12-01,80250.04,81903.31,77950.03666666667,1653.270000000004,0.0206014850584498,3953.273333333331,0.0507154775338784,0.075,False,False,False,
Digital Products,Headcount Cost,2026-01-01,80731.54,82390.69,77869.39,1659.1500000000087,0.0205514474268669,4521.300000000003,0.0580626097109532,0.075,False,False,False,
Digital Products,Headcount Cost,2026-02-01,81215.93,82889.14,80357.65000000001,1673.2100000000064,0.0206019927371392,2531.4899999999907,0.0315027878490721,0.075,False,False,False,
Digital Products,Headcount Cost,2026-03-01,81703.23,94294.45,82394.37999999999,12591.22,0.1541092071880145,11900.070000000009,0.1444281758051945,0.075,True,True,True,15% over budget; 14% above trend forecast
Digital Products,Headcount Cost,2026-04-01,82193.45,84070.39,86524.76000000001,1876.9400000000023,0.0228356395795529,-2454.37000000001,-0.0283661000619939,0.075,False,False,False,
Digital Products,Headcount Cost,2026-05-01,82686.61,86442.45,87084.66,3755.839999999997,0.045422590187214,-642.2100000000064,-0.0073745479399013,0.075,False,False,False,
Digital Products,Headcount Cost,2026-06-01,83182.73,86356.99,88269.09666666666,3174.2600000000093,0.0381600844309871,-1912.1066666666595,-0.0216622435130089,0.075,False,False,False,
Digital Products,Headcount Cost,2026-07-01,83681.83,85862.21,85623.27666666666,2180.3800000000047,0.026055596537504,238.93333333334888,0.0027905184505321,0.075,False,False,False,
Digital Products,Headcount Cost,2026-08-01,84183.92,83122.29,86220.55,-1061.6300000000049,-0.0126108406451018,-3098.2600000000093,-0.0359341247533216,0.075,False,False,False,
Digital Products,Headcount Cost,2026-09-01,84689.02,87260.07,85113.83,2571.050000000003,0.030358717104059,2146.240000000005,0.0252161135270261,0.075,False,False,False,
Digital Products,Opex: Marketing,2025-04-01,51000.0,54008.1,,3008.0999999999985,0.0589823529411764,,,0.285,False,False,False,
Digital Products,Opex: Marketing,2025-05-01,51255.0,58290.95,,7035.949999999997,0.1372734367378791,,,0.285,False,False,False,
Digital Products,Opex: Marketing,2025-06-01,51511.27,42983.96,,-8527.309999999998,-0.1655426084427737,,,0.285,False,False,False,
Digital Products,Opex: Marketing,2025-07-01,51768.83,42550.43,51761.00333333333,-9218.4,-0.1780685404711677,-9210.573333333334,-0.1779442580356988,0.285,False,False,False,
Digital Products,Opex: Marketing,2025-08-01,52027.68,57141.54,47941.78,5113.860000000001,0.0982911404083365,9199.760000000002,0.1918944186052333,0.285,False,False,False,
Digital Products,Opex: Marketing,2025-09-01,52287.81,55662.87,47558.64333333333,3375.060000000005,0.0645477406684274,8104.226666666669,0.1704049169330805,0.285,False,False,False,
Digital Products,Opex: Marketing,2025-10-01,52549.25,55574.72,51784.94666666666,3025.470000000001,0.0575739901140359,3789.773333333338,0.0731829146745606,0.285,False,False,False,
Digital Products,Opex: Marketing,2025-11-01,52812.0,56612.73,56126.37666666667,3800.730000000003,0.0719671665530561,486.35333333333256,0.0086653256849586,0.285,False,False,False,
Digital Products,Opex: Marketing,2025-12-01,53076.06,48723.63,55950.10666666667,-4352.43,-0.0820036377982842,-7226.476666666669,-0.129159300977204,0.285,False,False,False,
Digital Products,Opex: Marketing,2026-01-01,53341.44,56266.58,53637.02666666667,2925.1399999999994,0.054838039617978,2629.5533333333296,0.0490249645953528,0.285,False,False,False,
Digital Products,Opex: Marketing,2026-02-01,53608.15,57036.97,53867.64666666667,3428.82,0.0639607970056791,3169.3233333333337,0.0588353776236991,0.285,False,False,False,
Digital Products,Opex: Marketing,2026-03-01,53876.19,49180.73,54009.06,-4695.459999999999,-0.0871527849315254,-4828.3299999999945,-0.0893985194335912,0.285,False,False,False,
Digital Products,Opex: Marketing,2026-04-01,54145.57,70381.99,54161.426666666666,16236.420000000006,0.2998660832271228,16220.56333333334,0.299485525615155,0.285,True,True,True,30% over budget; 30% above trend forecast
Digital Products,Opex: Marketing,2026-05-01,54416.3,59372.26,58866.56333333333,4955.959999999999,0.091074916890711,505.6966666666704,0.0085905586810487,0.285,False,False,False,
Digital Products,Opex: Marketing,2026-06-01,54688.38,46009.58,59644.99333333334,-8678.799999999996,-0.1586955035054978,-13635.413333333338,-0.2286095206202834,0.285,False,False,False,
Digital Products,Opex: Marketing,2026-07-01,54961.82,61473.86,58587.943333333336,6512.040000000001,0.1184829760004308,2885.916666666664,0.0492578592535221,0.285,False,False,False,
Digital Products,Opex: Marketing,2026-08-01,55236.63,48265.64,55618.56666666667,-6970.989999999998,-0.1262023045214742,-7352.926666666674,-0.1322027356572176,0.285,False,False,False,
Digital Products,Opex: Marketing,2026-09-01,55512.81,63177.06,51916.35999999999,7664.25,0.1380627282243504,11260.700000000004,0.2169007996708553,0.285,False,False,False,
Digital Products,Opex: Other,2025-04-01,21250.0,22792.04,,1542.0400000000009,0.0725665882352941,,,0.163,False,False,False,
Digital Products,Opex: Other,2025-05-01,21313.75,19699.96,,-1613.7900000000009,-0.0757159110902586,,,0.163,False,False,False,
Digital Products,Opex: Other,2025-06-01,21377.69,19302.15,,-2075.539999999997,-0.0970890680892087,,,0.163,False,False,False,
Digital Products,Opex: Other,2025-07-01,21441.82,22690.75,20598.05,1248.9300000000003,0.0582473875818377,2092.7000000000007,0.1015969958321297,0.163,False,False,False,
Digital Products,Opex: Other,2025-08-01,21506.15,21240.63,20564.286666666667,-265.52000000000044,-0.0123462358441655,676.3433333333342,0.0328892192710793,0.163,False,False,False,
Digital Products,Opex: Other,2025-09-01,21570.67,23326.52,21077.84333333333,1755.8500000000022,0.0813998823402333,2248.6766666666663,0.1066843808972865,0.163,False,False,False,
Digital Products,Opex: Other,2025-10-01,21635.38,22875.6,22419.3,1240.2199999999975,0.0573236984975534,456.2999999999993,0.0203529994246028,0.163,False,False,False,
Digital Products,Opex: Other,2025-11-01,21700.29,21759.25,22480.916666666668,58.95999999999913,0.0027170143809137,-721.6666666666679,-0.0321013007328438,0.163,False,False,False,
